,CLIENT CODE,coordinates,Tepeyac,Lindavista,Alameda,Viaducto,Circuito,Anzures Polanco,Mexico Tacuba,Churubusco,Gustavo Baz,Roma,Parques Polanco,Polanco,Tlalpan 949,Toreo,Periferico,San Antonio,Del Valle,Revolucion,Tlalpan Coapa,Universidad,Vasco de Quiroga,Santa Fe,Iman,Interlomas,Cuajimalpa,Lerma,Puebla,Queretaro,Acapulco,Paseo Interlomas
51,1005530398,"(19.4786882, -99.1408586)",3.3038262516478567,2.6908308653958577,4.935105775955609,8.806903850251235,2.9768583055007096,5.899609511265013,4.710469697369072,12.393683942966373,10.025343667703016,8.313267356633583,6.212709087129778,6.772801637327849,10.359711298814183,8.754856692284378,10.786217500376875,11.933960861802849,12.9828982790737,13.009586473537706,17.87889948724207,15.883770548178072,15.432262425223993,15.591003398169113,19.174428048390862,16.26454476350309,18.84930920313441,41.90284535879033,105.50437296904431,178.7156051486987,308.65936029824167,17.468816112191945
52,1003301568,"(19.3894651, -99.18088519999999)",11.28693547419263,12.38557000903049,6.346549884095007,8.019618799038529,8.12308816950747,5.120126141909584,7.350870221250984,10.065979732879248,17.60506697875674,3.5727806776238236,5.67173594956244,5.835722824245492,4.336307373179299,8.32454653550478,0.9339495302672649,1.5986179453857796,3.157813163098193,2.2407232305396243,9.159387898396687,5.352774938341499,6.727751925245068,6.97137792660279,9.286337270299178,10.197016890557538,10.144873508660988,33.749760174757085,105.17427417751402,182.81970156439482,298.0745688054669,10.872658042304485
53,1006671871,"(19.3335822, -99.1253549)",14.933983261822878,18.595686285993214,11.369181680748003,8.3326695953878,14.572048293621862,12.297713028724848,14.66078225421074,6.669760089518839,25.051639669194863,8.326291373849056,13.374789265575853,13.814318538327383,5.970295192034503,16.727273945506333,9.388496522506479,9.244078893133667,5.523414979809208,7.743015449383408,2.1634906529351916,6.059047800702395,13.491276437839455,13.732983733141769,4.9383763604979265,17.825923876649885,15.976685497115497,37.84407770976875,97.52729588329753,191.33726387575757,293.29490946069643,18.149779369196427
54,1003729714,"(19.4326077, -99.133208)",4.4625309945996525,7.683548393422274,1.1013435560925822,4.038385328464886,4.2534228452182665,4.130316896025367,5.388539532221515,7.681956544478655,14.665035867885619,3.6273473841810353,5.3959247045351955,6.1909964936220625,5.2799750562124,9.450117380614646,7.324948747033478,8.42405149774024,8.345153897699365,8.985971382843637,12.760032738993205,11.389170879137,13.034730220117943,13.247557700615587,14.2614554123492,15.262199755238717,16.57980033607594,40.2106210124104,102.50280527458885,182.86515097434756,303.83356951690365,16.273572674507434
55,1004087848,"(19.4122952, -99.14486300000002)",7.029837463850357,9.635160962860915,2.459399606480133,4.070523165699946,5.595765448344658,3.833426741269005,5.962022545542233,7.181096704124578,16.14218195390168,1.0652655756717555,5.1577704238752595,5.8451230187194945,3.0243201445359817,9.195329731208155,5.102624273043637,6.1195765137958045,5.784404248054452,6.487315406466263,10.5206783230498,8.822031185631221,11.02599776928963,11.254837847585737,11.807253059254375,13.79044721069226,14.537883819411281,38.193690293578626,102.67497736412037,183.60299381743434,301.3614212115099,14.68412701544157
56,1004727884,"(19.4326077, -99.133208)",4.4625309945996525,7.683548393422274,1.1013435560925822,4.038385328464886,4.2534228452182665,4.130316896025367,5.388539532221515,7.681956544478655,14.665035867885619,3.6273473841810353,5.3959247045351955,6.1909964936220625,5.2799750562124,9.450117380614646,7.324948747033478,8.42405149774024,8.345153897699365,8.985971382843637,12.760032738993205,11.389170879137,13.034730220117943,13.247557700615587,14.2614554123492,15.262199755238717,16.57980033607594,40.2106210124104,102.50280527458885,182.86515097434756,303.83356951690365,16.273572674507434
57,1003411330,"(19.4356161, -99.133055)",4.168357995588112,7.371318715163731,1.1082280473732586,4.275655301818099,4.03098027281004,4.139832791949144,5.253078122807971,7.928315028136412,14.386037234304556,3.926691744509134,5.3684047638746435,6.165574150638061,5.613807405352982,9.385299820184715,7.543468369476219,8.652993327687591,8.656459534454617,9.255673459376558,13.094913843721827,11.695289561515109,13.202617196146884,13.412430880437894,14.591251354944689,15.342955428435882,16.74860795740428,40.364940797422534,102.6316878189985,182.64128143489683,304.1633641472083,16.370200348465932
58,1005245110,"(19.3751867, -98.9939011)",16.050412524545816,21.815059099206174,17.018375545579353,12.315255041329127,19.940977729751623,19.87325853620848,21.319843883628025,9.61625056769381,29.11896406487832,16.775630208518695,21.21440803501198,21.98442730308218,15.342394790684246,25.326696665613564,20.557782894069238,21.13244164255795,18.15321991714644,20.363918453633694,16.36564784923286,20.141535548804203,26.262451301896814,26.513495328301364,19.317677958825715,29.829453775054635,29.405201148468894,52.23106644945321,86.56659027720617,197.8193544245062,301.25001305060005,30.549619301321407
59,1001949739,"(19.4322466, -99.1698874)",7.232614938918431,7.4930702168665215,2.772746363552086,7.236858516701837,3.229955073330075,0.3989772736897405,2.7418691606974948,10.578597357773424,13.177620757589844,3.677108647978682,1.7348813110744896,2.472791161531983,6.080670860351895,5.834684961215462,4.806016781848756,5.9472632031487365,7.5435314183951165,7.127962581085485,13.15499772879363,10.193533790014184,9.729346165532478,9.916065466158885,13.878810642438571,11.493715457731124,13.246569272936332,36.72673488041986,105.97664712387414,180.18153809863003,302.96760198164736,12.55299755104255
60,1007146951,"(19.5392821, -99.1499679)",8.952571609719785,4.596138615290042,11.684257798561905,15.461694775830837,8.878885791667612,11.852672328934394,9.780303758539285,18.934069035556398,5.734198610003914,14.985800906340863,11.56082256548947,11.770089550344112,17.13030468806183,11.973064730126536,16.776961595327105,17.86620669158763,19.51524149386435,19.19105501035417,24.647518638817434,22.271954381169863,20.29178503011991,20.39244634177135,25.80355601296927,19.764050970502833,23.356163420500028,45.02699524674452,109.6133273339302,173.4182207287431,315.0433614340562,21.04487075028576
61,1002443136,"(19.3937166, -99.1836877)",11.125795884785616,11.99204814464514,6.178052771040161,8.211318992740567,7.750238007555547,4.719245377222651,6.895435742310574,10.415701099768633,17.09760857798486,3.6534801951377434,5.18967002045097,5.31897190053643,4.697152864170915,7.768267229665399,0.5618746448951174,1.5888670755621555,3.7136126523024013,2.625452864926271,9.715700890239928,5.824099576064036,6.532401592949349,6.770366042814484,9.809554762002268,9.825009011491568,10.003797067028703,33.645381002673204,105.62297935733854,182.2737303686297,298.4759655399775,10.545584404261389
